	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	passed_curation	passed_replicate_correlations
SRX13465643	SRR17288298;SRR17288299	2022-01-20 10:15:20	2021-12-21 10:41:31	5700600	288682339	0	50	121		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288299/SRR17288299.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363013	SAMN24271476	simple	1148	Synechocystis sp. PCC 6803	GSM5745408							no					GEO	SRA1346821		public	06B26882A1C823E8926123C47464819F	8270D251E3A0E66548C7F9553B36850E			True	False	False	False	True
SRX13465644	SRR17288300;SRR17288301;SRR17288302	2022-01-20 10:15:20	2021-12-21 10:40:17	1972149	99842485	0	50	42		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288302/SRR17288302.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363015	SAMN24271483	simple	1148	Synechocystis sp. PCC 6803	GSM5745409							no					GEO	SRA1346821		public	EB607B1326AB86A41CF1E4B44EFF722D	102686E8E606F5FE1F7434498C2175FE			True	False	False	False	True
SRX13465645	SRR17288303;SRR17288304;SRR17288305	2022-01-20 10:15:20	2021-12-21 10:42:02	7073423	358250803	0	50	136		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17288/SRR17288305/SRR17288305.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363014	SAMN24271484	simple	1148	Synechocystis sp. PCC 6803	GSM5745410							no					GEO	SRA1346821		public	B0A541CD1B077E0622FD993337CE3336	B22EFA026AD4AB26AE9BEF6462E49C92			True	False	False	False	True
SRX13465646	SRR17288306;SRR17288307	2022-01-20 10:15:20	2021-12-21 10:42:32	6502063	329026563	0	50	139		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288307/SRR17288307.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363016	SAMN24271477	simple	1148	Synechocystis sp. PCC 6803	GSM5745411							no					GEO	SRA1346821		public	A3A09784D39ABD83082186B66731194D	32418940CE5A7BB5C6D37E5A73C27947			True	False	False	False	True
SRX13465647	SRR17288308;SRR17288309	2022-01-20 10:15:20	2021-12-21 10:43:30	10376178	525070475	0	50	219		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288309/SRR17288309.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363017	SAMN24271478	simple	1148	Synechocystis sp. PCC 6803	GSM5745412							no					GEO	SRA1346821		public	205FAEDC3F591DAE06F7BBA6D50CBDB5	9102FFF6CB188EFEC1240AF88E4D03E9			True	False	False	False	True
SRX13465648	SRR17288310;SRR17288311;SRR17288312	2022-01-20 10:15:20	2021-12-21 10:41:24	3419058	172333282	0	50	73		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17288/SRR17288312/SRR17288312.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363019	SAMN24271479	simple	1148	Synechocystis sp. PCC 6803	GSM5745413							no					GEO	SRA1346821		public	8A4CE94A62946C18FB2D843C9F961ED9	39E2D7E4985869B2BAE87B930DF0F9EF			False	False	False	False	True
SRX13465649	SRR17288313;SRR17288314	2022-01-20 10:15:21	2021-12-21 10:42:32	6553116	331728806	0	50	138		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17288/SRR17288314/SRR17288314.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363018	SAMN24271480	simple	1148	Synechocystis sp. PCC 6803	GSM5745414							no					GEO	SRA1346821		public	BE67EE1A35F8AA44CF6ACF3E76D203B1	96510B99FFD170F9FBD4D6A85D298D38			True	False	False	False	True
SRX13465650	SRR17288315;SRR17288316;SRR17288317	2022-01-20 10:15:21	2021-12-21 10:44:30	11122135	563452268	0	50	212		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288317/SRR17288317.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363020	SAMN24271481	simple	1148	Synechocystis sp. PCC 6803	GSM5745415							no					GEO	SRA1346821		public	4F62EF9CCAF09BB2C51B10D8C962FFBD	DF6410207A7495BFFC070659F56E70B9			False	False	False	False	True
SRX13465651	SRR17288318;SRR17288319;SRR17288320	2022-01-20 10:15:21	2021-12-21 10:45:00	14127730	715588734	0	50	270		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR017/17288/SRR17288320/SRR17288320.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363022	SAMN24271482	simple	1148	Synechocystis sp. PCC 6803	GSM5745416							no					GEO	SRA1346821		public	FC912D3D407C0232F36E20F466663629	03F1BEAA134FF3DECD9128A9D6C7B774			False	False	False	False	True
SRX13465652	SRR17288321;SRR17288322	2022-01-20 10:15:21	2021-12-21 10:42:14	5906518	298616413	0	50	124		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288322/SRR17288322.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363021	SAMN24271485	simple	1148	Synechocystis sp. PCC 6803	GSM5745417							no					GEO	SRA1346821		public	831F8A5AD605E640F61A1CB50EA96EC6	2A389C75AF291815BF7F2DD27AF49582			True	False	False	False	True
SRX13465653	SRR17288323;SRR17288324	2022-01-20 10:15:21	2021-12-21 10:42:15	5995752	303465941	0	50	127		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288324/SRR17288324.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363023	SAMN24271486	simple	1148	Synechocystis sp. PCC 6803	GSM5745418							no					GEO	SRA1346821		public	3F6861CBD11D24CCE8F6E9CDBB5680E5	591D0332BC301CBAECD4BE661AC6E302			True	False	False	False	True
SRX13465654	SRR17288325;SRR17288326;SRR17288327	2022-01-20 10:15:21	2021-12-21 10:45:30	14431975	730901106	0	50	277		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288327/SRR17288327.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363024	SAMN24271487	simple	1148	Synechocystis sp. PCC 6803	GSM5745419							no					GEO	SRA1346821		public	19D10A86C07E822B0FDFD796E9842CCE	ABBE18E7EF717C349E5630E9D6703FFB			False	False	False	False	True
SRX13465655	SRR17288328;SRR17288329;SRR17288330	2022-01-20 10:15:21	2021-12-21 10:40:55	2100166	106325327	0	50	46		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288330/SRR17288330.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363026	SAMN24271488	simple	1148	Synechocystis sp. PCC 6803	GSM5745420							no					GEO	SRA1346821		public	7C9D2FA892824ABF75B5DFFCD689E4D7	735F94F1FB6A2B36D0676F4D857A1BC3			True	False	False	False	True
SRX13465656	SRR17288331;SRR17288332;SRR17288333	2022-01-20 10:15:21	2021-12-21 10:40:51	2185950	110631361	0	50	47		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17288/SRR17288333/SRR17288333.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363025	SAMN24271489	simple	1148	Synechocystis sp. PCC 6803	GSM5745421							no					GEO	SRA1346821		public	B525878AF573E7B192777A93D8361C6B	C922F78A45E9C5A6A3191B4086D8C420			False	False	False	False	True
SRX13465657	SRR17288334;SRR17288335	2022-01-20 10:15:21	2021-12-21 10:42:03	5231773	263461013	0	50	111		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288335/SRR17288335.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363027	SAMN24271490	simple	1148	Synechocystis sp. PCC 6803	GSM5745422							no					GEO	SRA1346821		public	64C93CF1D1FCCFE9B5FE3E38F9F7E2DA	79763DC7F59BC6EFD4131B969D00A750			True	False	False	False	True
SRX13465658	SRR17288336;SRR17288337	2022-01-20 10:15:21	2021-12-21 10:41:47	7065055	357840091	0	50	149		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17288/SRR17288337/SRR17288337.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363029	SAMN24271491	simple	1148	Synechocystis sp. PCC 6803	GSM5745423							no					GEO	SRA1346821		public	810C362797D214FC6D1757B255C64DC1	93FDC9D6935F4082894B80C796A3074D			True	False	False	False	True
SRX13465659	SRR17288338;SRR17288339	2022-01-20 10:15:21	2021-12-21 10:43:03	8437763	427449866	0	50	178		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288339/SRR17288339.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363028	SAMN24271492	simple	1148	Synechocystis sp. PCC 6803	GSM5745424							no					GEO	SRA1346821		public	4711595B6D8A244B0080C0310BD72542	7E90D714F8B43E4C9F4403E7724A54FF			True	False	False	False	True
SRX13465660	SRR17288340;SRR17288341	2022-01-20 10:15:21	2021-12-21 10:42:07	4923856	249178019	0	50	105		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288341/SRR17288341.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363030	SAMN24271493	simple	1148	Synechocystis sp. PCC 6803	GSM5745425							no					GEO	SRA1346821		public	57FEF195270E89BB5515F26D12EC7DF4	F1D5F7F19DD464172B009803D8B4266B			True	False	False	False	True
SRX13465661	SRR17288342;SRR17288343	2022-01-20 10:15:21	2021-12-21 10:42:35	6418265	324697900	0	50	135		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288343/SRR17288343.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363032	SAMN24271494	simple	1148	Synechocystis sp. PCC 6803	GSM5745426							no					GEO	SRA1346821		public	F62068733BE991B7A339A3E6623BDF0A	D32702494838AED0BA28B1E7687AB53E			True	False	False	False	True
SRX13465662	SRR17288344;SRR17288345;SRR17288346	2022-01-20 10:15:21	2021-12-21 10:41:36	3630408	183950084	0	50	70		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288346/SRR17288346.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363031	SAMN24271495	simple	1148	Synechocystis sp. PCC 6803	GSM5745427							no					GEO	SRA1346821		public	ABC7191BE5B7FFC3F518C7ADF8F25950	29B19B38417F772415F077E662412055			True	False	False	False	True
SRX13465663	SRR17288347;SRR17288348;SRR17288349	2022-01-20 10:15:21	2021-12-21 10:41:31	3175754	160579860	0	50	68		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288349/SRR17288349.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363033	SAMN24271496	simple	1148	Synechocystis sp. PCC 6803	GSM5745428							no					GEO	SRA1346821		public	E2CAE6BC98A4C10EC8E63E9DE0D8050E	78886261F2D8F5F6CFC6FA29B6184542			True	False	False	False	True
SRX13465664	SRR17288350;SRR17288351;SRR17288352	2022-01-20 10:15:21	2021-12-21 10:41:52	4207004	212881714	0	50	91		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288352/SRR17288352.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363035	SAMN24271497	simple	1148	Synechocystis sp. PCC 6803	GSM5745429							no					GEO	SRA1346821		public	4FC13DA427DEAF25A53838BB143AA254	8A729F9DFD0048522686CAD3D9F282C3			True	False	False	False	True
SRX13465665	SRR17288353;SRR17288354	2022-01-20 10:15:21	2021-12-21 10:42:46	6151437	311337674	0	50	130		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288354/SRR17288354.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363034	SAMN24271498	simple	1148	Synechocystis sp. PCC 6803	GSM5745430							no					GEO	SRA1346821		public	D4800A2509FFFD6DD735244BCB0237F7	E0F671357F0C7712EFC8AA0AF922104D			True	False	False	False	True
SRX13465666	SRR17288355;SRR17288356	2022-01-20 10:15:21	2021-12-21 10:42:48	6333715	320495892	0	50	133		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288356/SRR17288356.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363036	SAMN24271499	simple	1148	Synechocystis sp. PCC 6803	GSM5745431							no					GEO	SRA1346821		public	A0E087D480B8ABF77B96FB6F9C678C27	0F389A8B7D0B6DC91CDEB8287026A104			True	False	False	False	True
SRX13465667	SRR17288357;SRR17288358;SRR17288359	2022-01-20 10:15:21	2021-12-21 10:41:02	1779113	90048940	0	50	38		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288359/SRR17288359.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363037	SAMN24271853	simple	1148	Synechocystis sp. PCC 6803	GSM5745432							no					GEO	SRA1346821		public	707D3A8B3FFDCA8ADF77CCB371657956	8E56AAC71879AF030BB49AD8572B8DE4			True	False	False	False	True
SRX13465668	SRR17288360;SRR17288361	2022-01-20 10:15:21	2021-12-21 10:42:57	11458434	579891206	0	50	241		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17288/SRR17288361/SRR17288361.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363038	SAMN24271854	simple	1148	Synechocystis sp. PCC 6803	GSM5745433							no					GEO	SRA1346821		public	0F08C8B548714511465977E71301A3A1	2E18A39D04DF4D91F3B0680805CF90E8			True	False	False	False	True
SRX14927069	SRR18828723	2022-04-20 05:56:51	2022-04-20 05:34:19	36572045	2719413531	0	74	1162		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18828/SRR18828723/SRR18828723.lite.1	Synechocystis under -N at day 7_3	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP371250	PRJNA827942		827942	SRS12678655	SAMN27625103	simple	1148	Synechocystis sp. PCC 6803	Synechocystis sp. PCC 6803 under nitrogen deprivation at day 7_3							no					CHULALONGKORN UNIVERSITY	SRA1407201		public	622E87646E62B304667FC3486AC88177	7CF4ECF01D29E3F636696BEE066A782D			True	True	True	True	True
SRX14927070	SRR18828722	2022-04-20 05:56:51	2022-04-20 05:37:44	35472130	2651276139	0	74	1132		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR018/18828/SRR18828722/SRR18828722.lite.1	Synechocystis under -N at day 7_2	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP371250	PRJNA827942		827942	SRS12678656	SAMN27625102	simple	1148	Synechocystis sp. PCC 6803	Synechocystis sp. PCC 6803 under nitrogen deprivation at day 7_2							no					CHULALONGKORN UNIVERSITY	SRA1407201		public	B525211A70E97C219A41E94255EDC584	2017E5598CB367D52FA6AA81531F7714			True	True	True	True	True
SRX14927071	SRR18828721	2022-04-20 05:56:51	2022-04-20 05:31:38	33194339	2472483847	0	74	1060		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18828/SRR18828721/SRR18828721.lite.1	Synechocystis under -N at day 7_1	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP371250	PRJNA827942		827942	SRS12678657	SAMN27625101	simple	1148	Synechocystis sp. PCC 6803	Synechocystis sp. PCC 6803 under nitrogen deprivation at day 7_1							no					CHULALONGKORN UNIVERSITY	SRA1407201		public	03671DA660D795F6A1D184D145FF6640	9DB5BBF57F6081B1F3569FD00BAC68E5			True	True	True	True	True
SRX14927072	SRR18828720	2022-04-20 05:56:51	2022-04-20 05:27:59	30686082	2292685253	0	74	981		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18828/SRR18828720/SRR18828720.lite.1	Synechocystis under -N at day 3_3	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP371250	PRJNA827942		827942	SRS12678658	SAMN27625100	simple	1148	Synechocystis sp. PCC 6803	Synechocystis sp. PCC 6803 under nitrogen deprivation at day 3_3							no					CHULALONGKORN UNIVERSITY	SRA1407201		public	80DE05340DDDA46DCCB303C182BB10B5	0B05D988196DF572AFF1AE85CC36893D			True	True	True	True	True
SRX14927073	SRR18828719	2022-04-20 05:56:51	2022-04-20 05:27:45	28655043	2131596425	0	74	915		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18828/SRR18828719/SRR18828719.lite.1	Synechocystis under -N at day 3_2	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP371250	PRJNA827942		827942	SRS12678659	SAMN27625099	simple	1148	Synechocystis sp. PCC 6803	Synechocystis sp. PCC 6803 under nitrogen deprivation at day 3_2							no					CHULALONGKORN UNIVERSITY	SRA1407201		public	597B7057D8A5EC460C6F621CE102CAFA	B79E22F5862523D5628A8A9036EF896A			True	True	True	True	True
SRX14927074	SRR18828718	2022-04-20 05:56:51	2022-04-20 05:24:25	23619706	1756786915	0	74	753		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR018/18828/SRR18828718/SRR18828718.lite.1	Synechocystis under -N at day 3_1	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP371250	PRJNA827942		827942	SRS12678660	SAMN27625098	simple	1148	Synechocystis sp. PCC 6803	Synechocystis sp. PCC 6803 under nitrogen deprivation at day 3_1							no					CHULALONGKORN UNIVERSITY	SRA1407201		public	4C6222C5AAE4417547ED45076209336B	1E0DFBA6FE7C1880BE8AE9DC3F1AAA31			True	False	False	False	True
SRX14927075	SRR18828717	2022-04-20 05:56:51	2022-04-20 05:28:54	45056876	3382256329	0	75	1461		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR018/18828/SRR18828717/SRR18828717.lite.1	Synechocystis under -N at day 0_3	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP371250	PRJNA827942		827942	SRS12678661	SAMN27625097	simple	1148	Synechocystis sp. PCC 6803	Synechocystis sp. PCC 6803 under nitrogen deprivation at day 0_3							no					CHULALONGKORN UNIVERSITY	SRA1407201		public	2B7BCE404AFFA181A3F37030826026E5	691C42F635EA8A58E14B3B28054B579B			True	True	False	False	True
SRX14927076	SRR18828716	2022-04-20 05:56:51	2022-04-20 05:28:47	36153705	2707155381	0	74	1169		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18828/SRR18828716/SRR18828716.lite.1	Synechocystis under -N at day 0_2	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP371250	PRJNA827942		827942	SRS12678662	SAMN27625096	simple	1148	Synechocystis sp. PCC 6803	Synechocystis sp. PCC 6803 under nitrogen deprivation at day 0_2							no					CHULALONGKORN UNIVERSITY	SRA1407201		public	C4CF1A8A483B5AAF5BDED6EC39B7E8A8	71F2559E33F58809DE9B71F5968491A4			True	True	False	False	True
SRX14927077	SRR18828715	2022-04-20 05:56:51	2022-04-20 05:29:45	31530445	2357279699	0	74	1014		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18828/SRR18828715/SRR18828715.lite.1	Synechocystis under -N at day 0_1	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP371250	PRJNA827942		827942	SRS12678663	SAMN27625095	simple	1148	Synechocystis sp. PCC 6803	Synechocystis sp. PCC 6803 under nitrogen deprivation at day 0_1							no					CHULALONGKORN UNIVERSITY	SRA1407201		public	9170C859CE8610B7128FA66A33185F35	FC703E59B93CCCFC4A93A3C8A0FB3828			True	True	False	False	True
SRX669715	SRR1536648	2020-07-26 11:57:05	2014-08-05 13:20:26	5274565	264316585	0	50	142		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR001/536/SRR1536648.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina MiSeq	SRP045272	PRJNA257500		257500	SRS674342	SAMN02952130	simple	1148	Synechocystis sp. PCC 6803	GSM1465063							no					GEO	SRA177990		public	73782933B092A614EFCEEFDE199CD038	6252E006D4BFEC0CAA624C56BD9A5FDE			True	True	True	False	True
SRX669716	SRR1536649	2020-07-26 11:57:05	2014-08-05 13:21:46	9594043	477363831	0	49	320		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR001/536/SRR1536649.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina MiSeq	SRP045272	PRJNA257500		257500	SRS674343	SAMN02952131	simple	1148	Synechocystis sp. PCC 6803	GSM1465064							no					GEO	SRA177990		public	F3F735488649501CA314E514D7FB6ED7	5D4612E01ABE97A1351274878B6CCEDD			True	True	True	False	True
SRX669717	SRR1536650	2020-07-26 11:57:05	2014-08-05 13:22:04	11515537	572630825	0	49	356		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/536/SRR1536650/SRR1536650.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina MiSeq	SRP045272	PRJNA257500		257500	SRS674344	SAMN02952132	simple	1148	Synechocystis sp. PCC 6803	GSM1465065							no					GEO	SRA177990		public	0300AE4F68AC3717385C954C26927554	507092CBBBCEE6AF0EF55FBB95437125			True	True	True	False	True
SRX669718	SRR1536651	2020-07-26 11:57:05	2014-08-05 13:20:30	8122325	399586036	0	49	265		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR001/536/SRR1536651.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina MiSeq	SRP045272	PRJNA257500		257500	SRS674345	SAMN02952133	simple	1148	Synechocystis sp. PCC 6803	GSM1465066							no					GEO	SRA177990		public	AA9C95770A05115FF74E127093ED1DD9	CA247E758632FC1844839665D295A795			True	True	True	False	True
SRX669719	SRR1536652	2020-07-26 11:57:05	2014-08-05 13:22:32	11245230	563371922	0	50	348		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR001/536/SRR1536652.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina MiSeq	SRP045272	PRJNA257500		257500	SRS674346	SAMN02952134	simple	1148	Synechocystis sp. PCC 6803	GSM1465067							no					GEO	SRA177990		public	F558D2042D11A34B88FDDF56A26F656D	AADFCE22917DA2D77698542280526D5D			True	True	True	False	True
SRX669720	SRR1536653	2020-07-26 11:57:05	2014-08-05 13:20:35	8112528	406281480	0	50	272		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR001/536/SRR1536653.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina MiSeq	SRP045272	PRJNA257500		257500	SRS674347	SAMN02952135	simple	1148	Synechocystis sp. PCC 6803	GSM1465068							no					GEO	SRA177990		public	F52FB70865D822989DB515D814D2083D	9889428DCDE5A6DFDEC6A482C0E74262			True	True	True	False	True
